date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:45:53	2029/2029	---M--	200	added ('OK')	image/png	etag:W/%227ed-0%22	https://new.express.adobe.com/webpage/static/runtime/images/lightbox_prev@2x.png	C:/Users/Cristian/Documents/Website/Asociatia/new.express.adobe.com/webpage/static/runtime/images/lightbox_prev@2x.png	(from https://new.express.adobe.com/webpage/static/runtime/runtime.gz.css)
12:45:53	1995/1995	---M--	200	added ('OK')	image/png	etag:W/%227cb-0%22	https://new.express.adobe.com/webpage/static/runtime/images/lightbox_next@2x.png	C:/Users/Cristian/Documents/Website/Asociatia/new.express.adobe.com/webpage/static/runtime/images/lightbox_next@2x.png	(from https://new.express.adobe.com/webpage/static/runtime/runtime.gz.css)
12:45:53	4917/4917	---M--	200	added ('OK')	image/png	etag:W/%221335-0%22	https://new.express.adobe.com/webpage/static/runtime/images/spinner2x.png	C:/Users/Cristian/Documents/Website/Asociatia/new.express.adobe.com/webpage/static/runtime/images/spinner2x.png	(from https://new.express.adobe.com/webpage/static/runtime/runtime.gz.css)
12:45:54	1124/1124	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22464-0%22	https://new.express.adobe.com/webpage/static/runtime/images/Link_18_N.svg	C:/Users/Cristian/Documents/Website/Asociatia/new.express.adobe.com/webpage/static/runtime/images/Link_18_N.svg	(from https://new.express.adobe.com/webpage/static/runtime/runtime.gz.css)
12:45:54	5/5	---M--	200	added ('OK')	text/css	etag:%2265f25ce2-5%22	https://p.typekit.net/p.css?s=1&k=axk5mzt&ht=tk&f=18502.18503.18504.18505.54656.54659.54660.54663.54664.54665&a=24455857&app=typekit&e=css	C:/Users/Cristian/Documents/Website/Asociatia/p.typekit.net/p0bc2.css	(from https://use.typekit.net/axk5mzt.css)
12:45:54	21212/21212	---M--	200	added ('OK')	application/font-woff2	etag:%22adc20b414aad28f280e6a54568953944de7c3051%22	https://use.typekit.net/af/b91d5a/00000000000000007735a2de/30/l?subset_id=2&fvd=i7&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/b91d5a/00000000000000007735a2de/30/l00e3	(from https://use.typekit.net/axk5mzt.css)
12:45:54	26544/26544	---M--	200	added ('OK')	application/font-woff	etag:%22adc20b414aad28f280e6a54568953944de7c3051%22	https://use.typekit.net/af/b91d5a/00000000000000007735a2de/30/d?subset_id=2&fvd=i7&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/b91d5a/00000000000000007735a2de/30/d00e3	(from https://use.typekit.net/axk5mzt.css)
12:45:54	53116/53116	---M-Z	200	added ('OK')	font/opentype	etag:W/%22adc20b414aad28f280e6a54568953944de7c3051%22	https://use.typekit.net/af/b91d5a/00000000000000007735a2de/30/a?subset_id=2&fvd=i7&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/b91d5a/00000000000000007735a2de/30/a00e3	(from https://use.typekit.net/axk5mzt.css)
12:45:55	20892/20892	---M--	200	added ('OK')	application/font-woff2	etag:%2272a73e5e5aacea8cd0bf0c7108b7c7bc40c06974%22	https://use.typekit.net/af/58bd4f/00000000000000007735a2d0/30/l?subset_id=2&fvd=n7&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/58bd4f/00000000000000007735a2d0/30/l3b0e	(from https://use.typekit.net/axk5mzt.css)
12:45:55	25696/25696	---M--	200	added ('OK')	application/font-woff	etag:%2272a73e5e5aacea8cd0bf0c7108b7c7bc40c06974%22	https://use.typekit.net/af/58bd4f/00000000000000007735a2d0/30/d?subset_id=2&fvd=n7&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/58bd4f/00000000000000007735a2d0/30/d3b0e	(from https://use.typekit.net/axk5mzt.css)
12:45:55	52592/52592	---M-Z	200	added ('OK')	font/opentype	etag:W/%2272a73e5e5aacea8cd0bf0c7108b7c7bc40c06974%22	https://use.typekit.net/af/58bd4f/00000000000000007735a2d0/30/a?subset_id=2&fvd=n7&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/58bd4f/00000000000000007735a2d0/30/a3b0e	(from https://use.typekit.net/axk5mzt.css)
12:45:55	21756/21756	---M--	200	added ('OK')	application/font-woff2	etag:%224e4a2074f702774d9951be7655e7d82340ef20ce%22	https://use.typekit.net/af/2b7e81/00000000000000007735a2d4/30/l?subset_id=2&fvd=i4&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/2b7e81/00000000000000007735a2d4/30/lee82	(from https://use.typekit.net/axk5mzt.css)
12:45:56	29336/29336	---M--	200	added ('OK')	application/font-woff	etag:%224e4a2074f702774d9951be7655e7d82340ef20ce%22	https://use.typekit.net/af/2b7e81/00000000000000007735a2d4/30/d?subset_id=2&fvd=i4&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/2b7e81/00000000000000007735a2d4/30/dee82	(from https://use.typekit.net/axk5mzt.css)
12:45:56	57020/57020	---M-Z	200	added ('OK')	font/opentype	etag:W/%224e4a2074f702774d9951be7655e7d82340ef20ce%22	https://use.typekit.net/af/2b7e81/00000000000000007735a2d4/30/a?subset_id=2&fvd=i4&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/2b7e81/00000000000000007735a2d4/30/aee82	(from https://use.typekit.net/axk5mzt.css)
12:45:56	21780/21780	---M--	200	added ('OK')	application/font-woff2	etag:%22a374ca73eeb397c33cd80abf053cf41b05c5c578%22	https://use.typekit.net/af/46d4f1/00000000000000007735a2dc/30/l?subset_id=2&fvd=n4&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/46d4f1/00000000000000007735a2dc/30/l0b8e	(from https://use.typekit.net/axk5mzt.css)
12:45:56	28036/28036	---M--	200	added ('OK')	application/font-woff	etag:%22a374ca73eeb397c33cd80abf053cf41b05c5c578%22	https://use.typekit.net/af/46d4f1/00000000000000007735a2dc/30/d?subset_id=2&fvd=n4&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/46d4f1/00000000000000007735a2dc/30/d0b8e	(from https://use.typekit.net/axk5mzt.css)
12:45:57	58748/58748	---M-Z	200	added ('OK')	font/opentype	etag:W/%22a374ca73eeb397c33cd80abf053cf41b05c5c578%22	https://use.typekit.net/af/46d4f1/00000000000000007735a2dc/30/a?subset_id=2&fvd=n4&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/46d4f1/00000000000000007735a2dc/30/a0b8e	(from https://use.typekit.net/axk5mzt.css)
12:45:57	11896/11896	---M--	200	added ('OK')	application/font-woff2	etag:%22c5782f7a606fbc29b25667766d22fd1e933d295a%22	https://use.typekit.net/af/ff6ca0/0000000000000000774f4c1a/30/l?subset_id=2&fvd=n8&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/ff6ca0/0000000000000000774f4c1a/30/l9622	(from https://use.typekit.net/axk5mzt.css)
12:45:57	14628/14628	---M--	200	added ('OK')	application/font-woff	etag:%22c5782f7a606fbc29b25667766d22fd1e933d295a%22	https://use.typekit.net/af/ff6ca0/0000000000000000774f4c1a/30/d?subset_id=2&fvd=n8&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/ff6ca0/0000000000000000774f4c1a/30/d9622	(from https://use.typekit.net/axk5mzt.css)
12:45:58	23068/23068	---M-Z	200	added ('OK')	font/opentype	etag:W/%22c5782f7a606fbc29b25667766d22fd1e933d295a%22	https://use.typekit.net/af/ff6ca0/0000000000000000774f4c1a/30/a?subset_id=2&fvd=n8&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/ff6ca0/0000000000000000774f4c1a/30/a9622	(from https://use.typekit.net/axk5mzt.css)
12:45:58	12180/12180	---M--	200	added ('OK')	application/font-woff2	etag:%22e37e2cbab81167ae179ea9f59cfb16eca3d3f33d%22	https://use.typekit.net/af/6c3490/0000000000000000774f4c24/30/l?subset_id=2&fvd=n6&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/6c3490/0000000000000000774f4c24/30/le54d	(from https://use.typekit.net/axk5mzt.css)
12:45:58	14552/14552	---M--	200	added ('OK')	application/font-woff	etag:%22e37e2cbab81167ae179ea9f59cfb16eca3d3f33d%22	https://use.typekit.net/af/6c3490/0000000000000000774f4c24/30/d?subset_id=2&fvd=n6&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/6c3490/0000000000000000774f4c24/30/de54d	(from https://use.typekit.net/axk5mzt.css)
12:45:58	23076/23076	---M-Z	200	added ('OK')	font/opentype	etag:W/%22e37e2cbab81167ae179ea9f59cfb16eca3d3f33d%22	https://use.typekit.net/af/6c3490/0000000000000000774f4c24/30/a?subset_id=2&fvd=n6&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/6c3490/0000000000000000774f4c24/30/ae54d	(from https://use.typekit.net/axk5mzt.css)
12:45:59	12536/12536	---M--	200	added ('OK')	application/font-woff2	etag:%22c76bd8065bd427b07cc54748ec7633a9f3923aec%22	https://use.typekit.net/af/6ba02d/0000000000000000774f4c28/30/l?subset_id=2&fvd=i4&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/6ba02d/0000000000000000774f4c28/30/lee82	(from https://use.typekit.net/axk5mzt.css)
12:45:59	15152/15152	---M--	200	added ('OK')	application/font-woff	etag:%22c76bd8065bd427b07cc54748ec7633a9f3923aec%22	https://use.typekit.net/af/6ba02d/0000000000000000774f4c28/30/d?subset_id=2&fvd=i4&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/6ba02d/0000000000000000774f4c28/30/dee82	(from https://use.typekit.net/axk5mzt.css)
12:46:00	23612/23612	---M-Z	200	added ('OK')	font/opentype	etag:W/%22c76bd8065bd427b07cc54748ec7633a9f3923aec%22	https://use.typekit.net/af/6ba02d/0000000000000000774f4c28/30/a?subset_id=2&fvd=i4&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/6ba02d/0000000000000000774f4c28/30/aee82	(from https://use.typekit.net/axk5mzt.css)
12:46:00	12860/12860	---M--	200	added ('OK')	application/font-woff2	etag:%22c77a4cd0d847fda6f85cb6037d3f21169346f64c%22	https://use.typekit.net/af/52bac0/0000000000000000774f4c20/30/l?subset_id=2&fvd=i7&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/52bac0/0000000000000000774f4c20/30/l00e3	(from https://use.typekit.net/axk5mzt.css)
12:46:00	15240/15240	---M--	200	added ('OK')	application/font-woff	etag:%22c77a4cd0d847fda6f85cb6037d3f21169346f64c%22	https://use.typekit.net/af/52bac0/0000000000000000774f4c20/30/d?subset_id=2&fvd=i7&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/52bac0/0000000000000000774f4c20/30/d00e3	(from https://use.typekit.net/axk5mzt.css)
12:46:01	23708/23708	---M-Z	200	added ('OK')	font/opentype	etag:W/%22c77a4cd0d847fda6f85cb6037d3f21169346f64c%22	https://use.typekit.net/af/52bac0/0000000000000000774f4c20/30/a?subset_id=2&fvd=i7&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/52bac0/0000000000000000774f4c20/30/a00e3	(from https://use.typekit.net/axk5mzt.css)
12:46:01	12144/12144	---M--	200	added ('OK')	application/font-woff2	etag:%2238142cb2c6745a214485edd70323d2ca4f767005%22	https://use.typekit.net/af/eb2807/0000000000000000774f4c1e/30/l?subset_id=2&fvd=n4&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/eb2807/0000000000000000774f4c1e/30/l0b8e	(from https://use.typekit.net/axk5mzt.css)
12:46:01	14556/14556	---M--	200	added ('OK')	application/font-woff	etag:%2238142cb2c6745a214485edd70323d2ca4f767005%22	https://use.typekit.net/af/eb2807/0000000000000000774f4c1e/30/d?subset_id=2&fvd=n4&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/eb2807/0000000000000000774f4c1e/30/d0b8e	(from https://use.typekit.net/axk5mzt.css)
12:46:02	22992/22992	---M-Z	200	added ('OK')	font/opentype	etag:W/%2238142cb2c6745a214485edd70323d2ca4f767005%22	https://use.typekit.net/af/eb2807/0000000000000000774f4c1e/30/a?subset_id=2&fvd=n4&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/eb2807/0000000000000000774f4c1e/30/a0b8e	(from https://use.typekit.net/axk5mzt.css)
12:46:02	12168/12168	---M--	200	added ('OK')	application/font-woff2	etag:%22ccfb3e958212b28ea199a0892b8d43e38c714e04%22	https://use.typekit.net/af/c57472/0000000000000000774f4c26/30/l?subset_id=2&fvd=n7&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/c57472/0000000000000000774f4c26/30/l3b0e	(from https://use.typekit.net/axk5mzt.css)
12:46:03	14616/14616	---M--	200	added ('OK')	application/font-woff	etag:%22ccfb3e958212b28ea199a0892b8d43e38c714e04%22	https://use.typekit.net/af/c57472/0000000000000000774f4c26/30/d?subset_id=2&fvd=n7&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/c57472/0000000000000000774f4c26/30/d3b0e	(from https://use.typekit.net/axk5mzt.css)
12:46:03	23076/23076	---M-Z	200	added ('OK')	font/opentype	etag:W/%22ccfb3e958212b28ea199a0892b8d43e38c714e04%22	https://use.typekit.net/af/c57472/0000000000000000774f4c26/30/a?subset_id=2&fvd=n7&v=3	C:/Users/Cristian/Documents/Website/Asociatia/use.typekit.net/af/c57472/0000000000000000774f4c26/30/a3b0e	(from https://use.typekit.net/axk5mzt.css)
12:46:03	787/787	---M--	200	added ('OK')	image/svg+xml	etag:W/%22313-0%22	https://new.express.adobe.com/webpage/static/runtime/images/icon-video-play.svg	C:/Users/Cristian/Documents/Website/Asociatia/new.express.adobe.com/webpage/static/runtime/images/icon-video-play.svg	(from https://new.express.adobe.com/webpage/static/runtime/noscript.gz.css)
12:46:03	3426/3426	---M--	200	added ('OK')	image/png	etag:%2207bccda32c52d63ea8dc216b3ff5fd85%22	https://new.express.adobe.com/static/project-x-beta-favicon.7a85d2313c216af3b57f.png	C:/Users/Cristian/Documents/Website/Asociatia/new.express.adobe.com/static/project-x-beta-favicon.7a85d2313c216af3b57f.png	(from https://new.express.adobe.com/webpage/static/runtime/assets/styles/icons/gif-placeholder.svg)
12:46:03	47271/47271	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2009:46:10%20GMT	https://new.express.adobe.com/webpage/static/runtime/assets/styles/icons/static/ios-canvas.1abbc786985233418fa8.html	C:/Users/Cristian/Documents/Website/Asociatia/new.express.adobe.com/webpage/static/runtime/assets/styles/icons/static/ios-canvas.1abbc786985233418fa8.html	(from https://new.express.adobe.com/webpage/static/runtime/assets/styles/icons/gif-placeholder.svg)
12:46:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Oct%202024%2009:46:11%20GMT	http://new.express.adobe.com/assets/project-x-beta-favicon.png	C:/Users/Cristian/Documents/Website/Asociatia/new.express.adobe.com/assets/project-x-beta-favicon.3f.delayed	(from https://new.express.adobe.com/webpage/static/runtime/assets/styles/icons/gif-placeholder.svg)
12:46:06	47271/47271	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2009:46:12%20GMT	https://new.express.adobe.com/assets/project-x-beta-favicon.png	C:/Users/Cristian/Documents/Website/Asociatia/new.express.adobe.com/assets/project-x-beta-favicon.html	(from https://new.express.adobe.com/webpage/static/runtime/assets/styles/icons/gif-placeholder.svg)
12:46:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Oct%202024%2009:46:13%20GMT	http://new.express.adobe.com/static/compiled-app-config.b4b49832aa5ffe6bb5b5.js	C:/Users/Cristian/Documents/Website/Asociatia/new.express.adobe.com/static/compiled-app-config.b4b49832aa5ffe6bb5b5.js	(from https://new.express.adobe.com/webpage/static/runtime/assets/styles/icons/gif-placeholder.svg)
12:46:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Oct%202024%2009:46:14%20GMT	http://new.express.adobe.com/static/newrelic-client.e502fe7b9daf16fa5b31.js	C:/Users/Cristian/Documents/Website/Asociatia/new.express.adobe.com/static/newrelic-client.e502fe7b9daf16fa5b31.js	(from https://new.express.adobe.com/webpage/static/runtime/assets/styles/icons/gif-placeholder.svg)
12:46:08	226385/226385	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215c7f71589f6c86aaa2258576ecdf5b6%22	https://new.express.adobe.com/static/compiled-app-config.b4b49832aa5ffe6bb5b5.js	C:/Users/Cristian/Documents/Website/Asociatia/new.express.adobe.com/static/compiled-app-config.b4b49832aa5ffe6bb5b5.js	(from https://new.express.adobe.com/webpage/static/runtime/assets/styles/icons/gif-placeholder.svg)
12:46:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Oct%202024%2009:46:16%20GMT	http://new.express.adobe.com/static/vendor-startup-lodash.4e300398d060155399a0.js	C:/Users/Cristian/Documents/Website/Asociatia/new.express.adobe.com/static/vendor-startup-lodash.4e300398d060155399a0.js	(from https://new.express.adobe.com/webpage/static/runtime/assets/styles/icons/gif-placeholder.svg)
